Comparisons    Time
665            2.00
915            2.00
129            1.00
1003            2.00
620            1.00
602            1.00
675            2.00
436            1.00
1018            2.00
785            2.00
295            1.00
545            1.00
413            1.00
696            1.00
467            1.00
304            1.00
647            1.00
247            1.00
705            1.00
552            1.00
152            0.00
580            1.00
965            2.00
305            1.00
1023            2.00
877            2.00
626            1.00
717            2.00
882            1.00
742            2.00
642            2.00
384            0.00
315            1.00
855            1.00
1057            2.00
519            1.00
341            1.00
733            1.00
807            2.00
176            0.00
791            1.00
265            1.00
348            1.00
188            0.00
762            2.00
649            1.00
835            1.00
205            0.00
665            1.00
857            2.00
807            2.00
865            2.00
927            2.00
214            1.00
931            1.00
1026            2.00
908            1.00
131            0.00
190            0.00
362            1.00
964            2.00
1001            2.00
716            1.00
959            2.00
568            1.00
133            1.00
1033            2.00
491            1.00
819            1.00
954            2.00
972            1.00
477            1.00
917            2.00
877            1.00
131            0.00
752            1.00
682            1.00
961            2.00
213            0.00
214            1.00
459            1.00
980            2.00
473            1.00
299            1.00
304            1.00
396            1.00
643            2.00
582            2.00
677            2.00
439            2.00
202            0.00
372            1.00
454            1.00
873            1.00
296            0.00
588            1.00
591            1.00
970            1.00
259            1.00
236            1.00
379            1.00
360            1.00
533            1.00
435            1.00
354            0.00
213            1.00
880            2.00
532            2.00
219            0.00
227            1.00
718            1.00
359            1.00
667            2.00
738            1.00
272            0.00
672            1.00
165            1.00
364            1.00
862            3.00
927            3.00
468            1.00
386            1.00
283            1.00
631            2.00
971            1.00
963            2.00
175            0.00
527            1.00
556            2.00
229            0.00
416            1.00
615            1.00
711            1.00
474            1.00
240            1.00
791            1.00
247            0.00
751            2.00
723            1.00
885            2.00
247            1.00
318            0.00
867            2.00
234            1.00
294            1.00
996            2.00
477            1.00
1002            2.00
794            2.00
388            1.00
750            1.00
695            2.00
686            2.00
295            1.00
475            1.00
748            1.00
769            2.00
560            1.00
852            1.00
166            1.00
513            1.00
757            2.00
417            1.00
309            0.00
496            1.00
961            2.00
287            0.00
841            2.00
723            1.00
842            2.00
281            1.00
282            0.00
310            0.00
866            1.00
729            1.00
485            1.00
168            1.00
673            1.00
1053            2.00
375            1.00
607            1.00
851            1.00
829            1.00
991            2.00
744            1.00
276            1.00
496            1.00
629            1.00
670            1.00
163            0.00
776            2.00
741            1.00
192            1.00
716            1.00
375            1.00
152            1.00
729            1.00
521            1.00
726            1.00
1000            2.00
288            1.00
309            1.00
272            0.00
813            2.00
447            1.00
509            1.00
704            2.00
1006            2.00
846            2.00
494            1.00
154            1.00
979            2.00
486            1.00
534            1.00
838            1.00
486            1.00
1028            2.00
713            1.00
896            2.00
473            1.00
172            1.00
553            1.00
404            1.00
807            1.00
571            1.00
378            0.00
949            2.00
850            2.00
968            2.00
247            0.00
432            1.00
728            2.00
390            1.00
340            0.00
1016            2.00
681            2.00
583            1.00
380            1.00
226            0.00
720            1.00
654            1.00
338            1.00
434            1.00
515            1.00
752            2.00
478            1.00
427            1.00
508            1.00
792            1.00
437            1.00
1004            1.00
815            1.00
803            2.00
971            2.00
749            1.00
877            2.00
872            2.00
137            0.00
525            1.00
362            1.00
525            1.00
246            0.00
1008            2.00
223            1.00
738            1.00
380            1.00
393            1.00
253            0.00
272            1.00
303            1.00
1031            2.00
964            2.00
336            1.00
472            1.00
245            1.00
1035            2.00
1056            2.00
708            1.00
504            1.00
464            2.00
1028            3.00
178            0.00
595            2.00
318            1.00
193            1.00
310            1.00
142            0.00
741            1.00
745            1.00
1050            2.00
774            2.00
893            1.00
421            1.00
641            2.00
431            0.00
213            1.00
880            2.00
618            1.00
972            1.00
1034            2.00
452            1.00
650            1.00
306            1.00
163            0.00
234            1.00
736            2.00
630            1.00
508            1.00
978            2.00
851            2.00
500            1.00
933            2.00
654            1.00
966            3.00
330            1.00
346            1.00
837            2.00
501            1.00
209            0.00
487            1.00
211            1.00
464            2.00
638            2.00
1016            3.00
898            3.00
781            3.00
961            3.00
192            1.00
1042            2.00
939            1.00
602            1.00
1035            2.00
639            1.00
625            2.00
547            1.00
728            1.00
1018            1.00
283            1.00
140            0.00
524            2.00
461            1.00
981            2.00
986            2.00
402            1.00
925            2.00
134            0.00
640            2.00
487            1.00
553            1.00
379            1.00
719            1.00
991            1.00
735            1.00
665            1.00
354            1.00
746            2.00
654            1.00
1018            2.00
509            1.00
145            0.00
791            2.00
664            1.00
753            1.00
467            1.00
609            1.00
808            1.00
984            2.00
312            1.00
454            1.00
516            1.00
315            1.00
575            1.00
182            1.00
967            2.00
1004            2.00
335            1.00
499            1.00
568            1.00
1041            2.00
1012            1.00
663            1.00
1003            2.00
514            1.00
442            1.00
302            1.00
238            1.00
832            2.00
224            1.00
422            1.00
745            2.00
987            1.00
523            1.00
778            1.00
760            2.00
285            1.00
434            1.00
515            1.00
503            1.00
1032            2.00
196            0.00
832            2.00
906            2.00
523            1.00
129            0.00
669            1.00
172            0.00
445            1.00
788            2.00
188            1.00
202            1.00
924            1.00
922            2.00
862            2.00
212            0.00
292            1.00
791            2.00
826            1.00
439            1.00
561            1.00
173            0.00
871            2.00
431            1.00
538            1.00
778            2.00
942            1.00
133            1.00
982            2.00
492            1.00
625            1.00
367            1.00
920            2.00
492            1.00
715            2.00
421            1.00
595            1.00
909            2.00
857            1.00
1026            2.00
392            1.00
313            0.00
572            1.00
901            2.00
524            1.00
1021            2.00
706            1.00
1041            2.00
988            1.00
450            1.00
357            1.00
751            1.00
383            1.00
329            1.00
186            1.00
805            2.00
905            2.00
647            1.00
243            0.00
255            1.00
832            1.00
913            2.00
205            1.00
501            1.00
787            1.00
178            0.00
305            1.00
1012            2.00
600            1.00
710            1.00
948            1.00
189            1.00
146            0.00
482            1.00
643            2.00
983            2.00
720            1.00
209            0.00
805            1.00
133            0.00
837            2.00
855            3.00
371            1.00
237            0.00
567            2.00
311            1.00
727            2.00
597            1.00
348            1.00
407            1.00
977            2.00
834            2.00
612            2.00
375            1.00
530            1.00
648            2.00
754            1.00
709            2.00
872            2.00
931            1.00
400            1.00
649            1.00
461            1.00
956            2.00
318            1.00
482            1.00
1019            2.00
234            0.00
237            0.00
477            1.00
575            2.00
946            2.00
377            1.00
233            1.00
148            1.00
531            2.00
952            2.00
937            1.00
396            1.00
196            0.00
814            1.00
404            1.00
528            2.00
877            2.00
286            1.00
800            2.00
838            2.00
893            1.00
498            1.00
540            1.00
925            2.00
819            2.00
640            2.00
355            1.00
693            1.00
838            1.00
936            2.00
253            0.00
909            1.00
408            1.00
506            1.00
576            1.00
987            1.00
146            0.00
855            1.00
334            1.00
808            2.00
148            1.00
779            1.00
975            2.00
326            1.00
933            2.00
991            2.00
473            1.00
130            0.00
346            1.00
721            1.00
128            1.00
892            2.00
824            1.00
808            2.00
401            1.00
802            2.00
612            1.00
872            2.00
536            1.00
461            1.00
375            1.00
346            1.00
704            1.00
252            1.00
508            1.00
668            1.00
655            1.00
462            1.00
238            1.00
485            1.00
533            1.00
731            2.00
450            1.00
1007            2.00
621            2.00
846            2.00
389            1.00
441            1.00
502            1.00
911            1.00
723            1.00
343            1.00
836            2.00
581            1.00
888            2.00
482            1.00
141            0.00
581            1.00
869            2.00
1009            2.00
624            1.00
448            0.00
841            1.00
798            1.00
693            1.00
265            1.00
890            1.00
379            1.00
520            1.00
1009            2.00
1029            2.00
391            1.00
389            1.00
1011            2.00
252            1.00
500            1.00
601            1.00
877            2.00
1004            2.00
729            1.00
234            1.00
185            0.00
964            1.00
491            1.00
305            1.00
313            1.00
616            1.00
346            1.00
546            1.00
288            0.00
578            1.00
954            2.00
813            2.00
433            1.00
898            2.00
590            1.00
214            1.00
896            2.00
182            0.00
484            1.00
903            2.00
613            1.00
546            1.00
529            1.00
243            1.00
784            2.00
265            1.00
410            1.00
962            2.00
405            1.00
1014            1.00
486            1.00
385            1.00
254            0.00
772            2.00
157            1.00
976            2.00
148            1.00
343            1.00
347            0.00
516            1.00
234            1.00
558            1.00
480            1.00
907            1.00
829            2.00
700            2.00
1036            2.00
226            1.00
518            1.00
139            0.00
581            1.00
1044            2.00
511            1.00
641            1.00
490            0.00
246            1.00
755            2.00
356            1.00
909            2.00
533            1.00
672            1.00
595            2.00
264            0.00
1023            2.00
479            1.00
1012            2.00
613            1.00
1028            2.00
1021            2.00
564            2.00
749            2.00
310            1.00
253            1.00
729            2.00
513            2.00
873            1.00
628            1.00
655            2.00
696            2.00
807            1.00
373            1.00
505            1.00
260            1.00
996            2.00
1028            2.00
1018            2.00
717            1.00
937            2.00
401            1.00
730            1.00
977            2.00
434            1.00
365            1.00
183            1.00
472            1.00
1054            2.00
538            2.00
271            1.00
431            1.00
438            1.00
1054            2.00
535            1.00
730            2.00
794            3.00
985            3.00
243            1.00
230            1.00
499            1.00
543            1.00
654            2.00
411            1.00
502            1.00
132            0.00
705            2.00
330            1.00
386            1.00
623            2.00
736            2.00
493            1.00
745            2.00
404            0.00
278            0.00
584            1.00
900            2.00
497            1.00
870            1.00
196            0.00
991            2.00
690            2.00
1011            2.00
787            1.00
277            1.00
1038            2.00
426            1.00
836            1.00
273            1.00
723            2.00
287            1.00
196            1.00
689            2.00
486            1.00
775            1.00
1032            2.00
632            2.00
681            2.00
961            2.00
227            1.00
163            0.00
691            1.00
874            1.00
487            1.00
893            2.00
872            2.00
796            2.00
998            2.00
572            1.00
241            1.00
149            1.00
470            1.00
750            2.00
536            1.00
570            1.00
300            0.00
321            1.00
252            1.00
924            1.00
750            1.00
765            1.00
1009            2.00
566            1.00
1026            2.00
1020            2.00
353            1.00
1040            2.00
943            1.00
1037            1.00
674            1.00
1028            2.00
985            3.00
400            1.00
756            2.00
548            1.00
690            1.00
1010            2.00
686            1.00
217            1.00
755            1.00
633            1.00
1042            2.00
862            2.00
578            1.00
375            1.00
484            1.00
206            0.00
373            1.00
785            1.00
854            1.00
145            0.00
595            1.00
378            1.00
671            2.00
231            1.00
482            1.00
1020            2.00
466            1.00
592            2.00
451            1.00
643            2.00
207            1.00
1039            2.00
690            1.00
718            2.00
1010            2.00
689            1.00
896            2.00
281            1.00
859            2.00
411            1.00
948            2.00
295            1.00
975            2.00
249            1.00
191            1.00
1004            2.00
192            1.00
899            1.00
930            1.00
486            1.00
410            1.00
1015            2.00
527            1.00
826            2.00
696            2.00
607            1.00
448            1.00
855            2.00
432            1.00
754            2.00
143            0.00
911            2.00
840            2.00
706            1.00
810            2.00
287            1.00
685            2.00
498            1.00
373            1.00
797            1.00
638            1.00
928            1.00
598            1.00
655            1.00
1031            2.00
653            1.00
156            1.00
440            1.00
904            2.00
679            2.00
589            2.00
585            1.00
451            1.00
322            1.00
719            1.00
804            1.00
740            2.00
250            1.00
806            1.00
787            2.00
666            1.00
751            2.00
318            1.00
691            1.00
254            0.00
660            1.00
612            1.00
835            2.00
779            2.00
555            1.00
963            1.00
925            2.00
544            1.00
191            0.00
161            0.00
659            1.00
142            0.00
908            2.00
575            1.00
288            0.00
950            2.00
976            2.00
811            1.00
986            2.00
206            1.00
177            1.00
370            0.00
306            1.00
523            1.00
864            2.00
439            1.00
660            1.00
155            0.00
684            1.00
652            2.00
412            0.00
930            2.00
940            1.00
1052            2.00
151            0.00
859            1.00
477            1.00
429            1.00
450            1.00
593            1.00
822            1.00
355            1.00
420            1.00
348            1.00
643            1.00
284            1.00
510            1.00
620            2.00
255            0.00
750            1.00
277            1.00
778            1.00
485            1.00
403            1.00
792            1.00
704            1.00
405            1.00
675            1.00
302            1.00
789            2.00
805            1.00
841            2.00
584            1.00
511            1.00
399            1.00
508            1.00
956            1.00
284            1.00
130            1.00
870            2.00
627            1.00
854            1.00
351            1.00
164            0.00
292            1.00
669            2.00
786            2.00
201            0.00
1056            2.00
468            1.00
1020            2.00
233            0.00
961            2.00
165            0.00
657            2.00
658            2.00
219            0.00
673            1.00
500            1.00
899            2.00
309            1.00
614            1.00
268            1.00
631            1.00
911            2.00
458            1.00
405            1.00
660            1.00
634            2.00
690            1.00
369            1.00
231            1.00
250            0.00
441            1.00
717            2.00
366            1.00
727            2.00
334            1.00
502            1.00
432            1.00
639            1.00
642            1.00
988            2.00
596            1.00
226            1.00
683            1.00
761            1.00
1041            1.00
385            0.00
960            1.00
831            2.00
482            1.00
460            1.00
249            1.00
874            1.00
612            1.00
800            1.00
311            1.00
829            2.00
914            2.00
595            1.00
236            0.00
841            2.00
984            1.00
339            1.00
726            2.00
841            2.00
176            1.00
1009            2.00
504            1.00
579            2.00
1034            2.00
657            1.00
1010            2.00
723            2.00
218            1.00
678            1.00
761            1.00
536            1.00
471            1.00
637            2.00
987            2.00
753            2.00
432            1.00
446            1.00
241            1.00
824            1.00
931            1.00
699            2.00
612            2.00
903            1.00
944            2.00
985            2.00
921            2.00
339            0.00
702            2.00
299            1.00
975            2.00
538            1.00
611            1.00
659            1.00
174            1.00
955            1.00
223            1.00
651            1.00
912            2.00
583            1.00
774            2.00
1003            2.00
557            1.00
811            2.00
145            0.00
515            1.00
970            2.00
588            1.00
838            1.00
936            2.00
139            0.00
803            2.00
191            0.00
620            1.00
942            2.00
612            1.00
981            2.00
278            0.00
681            1.00
560            1.00
541            1.00
663            2.00
430            1.00
640            1.00
227            1.00
446            1.00
1038            2.00
593            1.00
539            1.00
232            1.00
202            0.00
911            2.00
500            1.00
429            1.00
325            1.00
598            2.00
797            1.00
199            0.00
190            0.00
481            1.00
1013            1.00
210            1.00
449            1.00
637            1.00
420            1.00
990            2.00
190            0.00
499            1.00
825            2.00
314            1.00
194            1.00
445            1.00
681            2.00
150            0.00
208            0.00
182            1.00
828            1.00
723            1.00
1031            2.00
554            1.00
546            2.00
258            0.00
187            0.00
804            1.00
150            1.00
490            1.00
1040            2.00
982            2.00
327            1.00
381            1.00
503            1.00
592            2.00
503            1.00
665            2.00
329            1.00
1019            2.00
219            1.00
1026            3.00
255            0.00
1032            4.00
567            2.00
653            2.00
816            2.00
624            1.00
176            0.00
594            1.00
179            0.00
1030            2.00
234            1.00
1004            2.00
329            1.00
862            2.00
578            1.00
754            1.00
290            1.00
458            1.00
446            1.00
689            1.00
696            1.00
577            1.00
318            1.00
691            1.00
890            2.00
886            2.00
727            1.00
606            1.00
304            1.00
255            1.00
714            1.00
614            1.00
725            1.00
1002            2.00
273            0.00
955            2.00
659            1.00
166            0.00
293            1.00
1003            2.00
817            1.00
369            0.00
636            2.00
444            1.00
963            1.00
505            1.00
1046            2.00
844            2.00
643            1.00
905            1.00
623            1.00
211            0.00
182            0.00
534            1.00
621            1.00
293            1.00
920            2.00
811            2.00
801            2.00
128            1.00
965            1.00
234            1.00
545            1.00
1014            1.00
888            1.00
785            2.00
903            2.00
638            1.00
271            0.00
405            0.00
372            1.00
656            2.00
186            1.00
916            2.00
474            1.00
437            1.00
714            2.00
368            0.00
393            1.00
823            1.00
471            1.00
765            2.00
307            1.00
931            2.00
312            0.00
1024            2.00
575            1.00
135            0.00
425            1.00
879            2.00
635            1.00
585            1.00
605            1.00
1019            2.00
407            1.00
134            0.00
693            1.00
315            0.00
258            1.00
456            1.00
896            1.00
981            2.00
522            1.00
150            1.00
659            2.00
536            1.00
902            1.00
794            1.00
926            2.00
791            2.00
1056            3.00
858            1.00
437            1.00
568            1.00
915            2.00
833            2.00
414            1.00
162            1.00
646            1.00
193            1.00
491            1.00
502            1.00
668            2.00
339            0.00
616            2.00
765            2.00
160            1.00
803            2.00
447            1.00
973            2.00
885            1.00
781            1.00
799            2.00
566            1.00
683            1.00
642            2.00
715            2.00
841            1.00
980            2.00
931            2.00
265            0.00
635            2.00
275            0.00
434            1.00
622            1.00
837            2.00
518            1.00
323            1.00
237            1.00
259            1.00
229            1.00
148            0.00
940            2.00
471            1.00
200            1.00
819            1.00
355            1.00
861            2.00
458            1.00
909            2.00
545            1.00
314            0.00
264            0.00
844            2.00
934            1.00
285            1.00
145            1.00
488            1.00
643            1.00
297            1.00
335            0.00
544            1.00
242            0.00
498            1.00
974            2.00
631            1.00
346            1.00
365            1.00
842            2.00
291            1.00
813            1.00
740            1.00
859            2.00
626            1.00
832            2.00
561            1.00
147            1.00
377            0.00
484            1.00
1030            2.00
188            1.00
917            2.00
422            1.00
222            0.00
812            2.00
560            2.00
300            1.00
542            1.00
456            1.00
167            1.00
149            0.00
242            1.00
860            2.00
704            2.00
306            1.00
764            1.00
248            1.00
618            1.00
458            1.00
616            1.00
739            2.00
381            1.00
297            1.00
242            1.00
586            2.00
202            0.00
619            2.00
285            1.00
244            0.00
203            1.00
371            1.00
784            2.00
395            1.00
203            1.00
825            1.00
415            1.00
342            1.00
820            2.00
372            0.00
882            2.00
590            1.00
594            1.00
202            0.00
418            1.00
1036            2.00
1036            2.00
862            2.00
201            1.00
822            2.00
474            1.00
291            1.00
149            0.00
734            1.00
432            1.00
595            1.00
288            1.00
769            2.00
674            2.00
555            1.00
660            2.00
717            1.00
635            2.00
911            2.00
590            1.00
1030            2.00
563            1.00
704            1.00
388            1.00
516            1.00
827            2.00
744            1.00
791            2.00
129            1.00
711            1.00
594            2.00
387            1.00
551            2.00
188            0.00
826            1.00
789            2.00
892            2.00
677            1.00
622            1.00
188            1.00
208            0.00
630            2.00
455            1.00
668            1.00
185            1.00
450            1.00
619            1.00
334            1.00
1040            2.00
730            1.00
195            1.00
193            1.00
143            0.00
298            0.00
368            1.00
475            1.00
248            1.00
410            1.00
787            2.00
846            2.00
761            2.00
279            1.00
613            1.00
164            1.00
982            1.00
312            1.00
700            1.00
1014            2.00
460            2.00
880            2.00
782            2.00
327            0.00
514            1.00
746            2.00
499            1.00
1000            2.00
734            2.00
840            2.00
1053            2.00
624            1.00
539            1.00
418            1.00
945            2.00
491            1.00
989            2.00
461            1.00
979            2.00
421            1.00
897            2.00
690            1.00
262            1.00
625            1.00
501            1.00
600            1.00
994            2.00
231            0.00
344            0.00
640            2.00
322            1.00
305            0.00
633            2.00
400            1.00
359            1.00
544            1.00
291            0.00
720            2.00
615            1.00
759            1.00
825            2.00
806            1.00
176            0.00
791            1.00
556            1.00
835            1.00
536            1.00
373            1.00
198            1.00
666            2.00
789            2.00
654            1.00
1017            2.00
862            2.00
966            2.00
257            0.00
318            1.00
504            1.00
689            1.00
389            1.00
746            1.00
794            2.00
198            0.00
796            1.00
541            1.00
187            1.00
312            1.00
625            1.00
189            1.00
507            1.00
143            1.00
294            1.00
892            1.00
718            2.00
903            2.00
212            0.00
998            2.00
545            1.00
958            2.00
724            1.00
508            1.00
946            2.00
1033            2.00
189            1.00
617            1.00
424            1.00
574            1.00
888            1.00
391            1.00
419            1.00
447            1.00
744            1.00
1041            2.00
496            1.00
309            0.00
1050            2.00
567            1.00
396            1.00
428            1.00
887            2.00
320            0.00
635            1.00
555            1.00
1036            2.00
716            1.00
758            1.00
727            2.00
349            1.00
248            0.00
952            2.00
298            1.00
437            1.00
201            1.00
949            2.00
789            2.00
703            2.00
889            2.00
634            1.00
521            2.00
142            1.00
628            1.00
216            0.00
186            0.00
508            1.00
213            1.00
450            1.00
563            2.00
483            1.00
732            1.00
881            2.00
397            1.00
837            1.00
777            2.00
129            0.00
260            1.00
503            1.00
463            1.00
527            1.00
650            1.00
798            2.00
681            1.00
490            1.00
296            0.00
283            1.00
267            1.00
266            0.00
491            1.00
859            1.00
535            1.00
167            0.00
307            1.00
291            1.00
877            1.00
478            1.00
605            1.00
224            1.00
421            1.00
443            1.00
395            1.00
774            2.00
757            1.00
374            0.00
606            2.00
754            2.00
578            1.00
672            1.00
819            1.00
1031            2.00
299            1.00
299            1.00
915            2.00
836            2.00
238            0.00
935            2.00
128            0.00
746            2.00
875            2.00
639            1.00
522            1.00
528            1.00
888            2.00
184            0.00
1034            2.00
999            2.00
240            1.00
839            2.00
901            1.00
141            1.00
346            1.00
162            0.00
265            1.00
134            1.00
1020            2.00
417            1.00
577            1.00
198            1.00
504            1.00
668            1.00
151            1.00
928            2.00
901            1.00
976            2.00
913            2.00
1017            2.00
301            1.00
225            0.00
290            1.00
274            1.00
218            0.00
544            1.00
988            2.00
1020            2.00
133            1.00
464            1.00
228            1.00
366            1.00
973            1.00
858            2.00
201            1.00
524            1.00
968            2.00
514            1.00
318            1.00
1011            2.00
993            2.00
309            0.00
896            2.00
780            1.00
725            2.00
890            1.00
868            2.00
170            0.00
874            1.00
145            1.00
392            1.00
793            2.00
605            1.00
640            1.00
1020            2.00
246            1.00
723            1.00
411            1.00
937            2.00
600            1.00
553            1.00
831            2.00
528            1.00
985            2.00
307            1.00
582            1.00
602            1.00
1053            2.00
986            2.00
541            1.00
838            2.00
226            1.00
884            2.00
964            1.00
872            2.00
205            0.00
319            0.00
816            2.00
505            1.00
918            2.00
128            0.00
826            1.00
166            1.00
147            0.00
954            2.00
801            2.00
624            1.00
683            1.00
608            2.00
700            2.00
663            2.00
596            1.00
1031            2.00
192            1.00
270            1.00
431            1.00
704            1.00
857            2.00
957            2.00
737            1.00
1013            2.00
768            2.00
377            1.00
1037            1.00
326            1.00
933            2.00
668            1.00
489            1.00
452            1.00
139            1.00
538            1.00
956            2.00
397            0.00
585            2.00
296            0.00
185            1.00
362            1.00
1061            2.00
1035            2.00
456            1.00
517            1.00
465            1.00
752            2.00
929            2.00
524            1.00
556            1.00
1029            2.00
909            2.00
892            2.00
443            1.00
569            1.00
187            1.00
812            3.00
394            1.00
389            1.00
803            1.00
424            1.00
443            1.00
846            2.00
441            1.00
674            1.00
849            2.00
225            0.00
762            1.00
198            1.00
681            1.00
1010            2.00
269            0.00
865            1.00
433            1.00
663            1.00
440            1.00
279            1.00
188            0.00
977            2.00
490            1.00
511            1.00
682            2.00
946            2.00
299            1.00
823            1.00
625            2.00
846            2.00
372            0.00
187            0.00
331            0.00
439            0.00
982            2.00
773            1.00
514            1.00
877            2.00
517            1.00
995            2.00
715            2.00
179            1.00
417            1.00
749            2.00
134            1.00
290            1.00
755            1.00
936            2.00
531            1.00
265            1.00
748            2.00
741            1.00
412            0.00
683            1.00
814            2.00
754            1.00
502            1.00
284            0.00
860            2.00
821            2.00
431            1.00
633            1.00
845            2.00
696            1.00
369            1.00
939            2.00
739            2.00
987            1.00
756            1.00
300            1.00
241            0.00
278            1.00
629            1.00
586            1.00
814            2.00
346            0.00
560            1.00
997            2.00
432            1.00
1016            1.00
1013            2.00
177            1.00
402            1.00
327            1.00
740            2.00
808            1.00
390            1.00
619            2.00
263            0.00
953            2.00
253            1.00
987            2.00
295            1.00
320            1.00
194            1.00
244            1.00
282            1.00
736            2.00
441            1.00
832            1.00
992            1.00
999            2.00
604            1.00
761            2.00
546            1.00
376            0.00
131            1.00
137            0.00
604            1.00
982            2.00
698            1.00
1030            2.00
240            1.00
604            1.00
637            1.00
852            1.00
653            2.00
609            1.00
887            2.00
855            2.00
917            2.00
598            1.00
969            2.00
377            1.00
1046            2.00
865            2.00
699            2.00
548            1.00
252            1.00
402            1.00
527            1.00
723            2.00
804            1.00
593            1.00
993            2.00
1022            2.00
351            0.00
595            1.00
241            1.00
963            2.00
563            1.00
925            2.00
829            1.00
206            1.00
340            1.00
844            1.00
781            2.00
584            1.00
946            2.00
658            1.00
923            2.00
347            1.00
536            1.00
638            1.00
418            1.00
152            0.00
839            1.00
138            1.00
132            0.00
860            2.00
734            1.00
1047            2.00
320            1.00
356            0.00
570            1.00
984            2.00
254            1.00
794            2.00
985            1.00
858            2.00
993            1.00
843            2.00
953            2.00
537            1.00
839            1.00
709            2.00
707            1.00
128            0.00
997            2.00
816            1.00
841            1.00
284            0.00
272            1.00
953            2.00
738            2.00
342            1.00
465            1.00
261            1.00
347            1.00
464            1.00
688            1.00
582            1.00
182            1.00
678            1.00
1005            2.00
241            0.00
464            1.00
1031            1.00
1032            2.00
186            0.00
583            1.00
861            1.00
567            1.00
886            2.00
947            2.00
645            2.00
503            1.00
568            1.00
384            1.00
930            3.00
852            2.00
410            1.00
279            1.00
330            1.00
902            2.00
903            3.00
174            0.00
809            3.00
871            3.00
1029            3.00
974            2.00
912            1.00
578            1.00
174            1.00
284            1.00
249            0.00
955            1.00
418            1.00
879            1.00
155            0.00
353            1.00
795            2.00
496            1.00
289            1.00
490            1.00
983            2.00
674            1.00
768            1.00
210            0.00
1012            2.00
237            0.00
319            1.00
212            0.00
370            1.00
681            1.00
340            1.00
203            0.00
373            1.00
538            1.00
640            1.00
391            1.00
617            2.00
252            1.00
443            1.00
188            0.00
238            0.00
865            1.00
683            1.00
341            0.00
248            0.00
543            1.00
749            2.00
804            2.00
167            1.00
371            1.00
487            2.00
152            0.00
815            1.00
367            1.00
451            1.00
429            1.00
231            1.00
1029            2.00
706            1.00
727            2.00
215            0.00
899            2.00
656            1.00
562            1.00
352            1.00
176            0.00
441            1.00
393            1.00
519            1.00
227            1.00
750            2.00
314            1.00
385            1.00
130            0.00
704            1.00
477            1.00
617            1.00
931            2.00
906            2.00
335            1.00
583            1.00
208            0.00
715            2.00
1039            2.00
856            2.00
854            2.00
717            2.00
327            1.00
466            2.00
796            1.00
564            1.00
252            0.00
707            2.00
902            2.00
1026            2.00
537            1.00
597            1.00
974            2.00
644            1.00
837            2.00
428            1.00
770            1.00
495            1.00
466            1.00
527            1.00
203            0.00
345            1.00
414            1.00
688            2.00
819            2.00
520            1.00
346            1.00
872            2.00
800            2.00
966            2.00
861            2.00
833            1.00
555            1.00
888            2.00
570            1.00
399            1.00
673            2.00
826            1.00
131            0.00
261            0.00
265            1.00
914            2.00
341            1.00
166            0.00
566            1.00
264            1.00
383            1.00
247            1.00
208            1.00
904            2.00
773            2.00
573            1.00
731            2.00
200            1.00
771            1.00
763            1.00
227            0.00
551            2.00
582            1.00
655            2.00
358            1.00
733            1.00
395            1.00
173            1.00
680            2.00
311            0.00
263            1.00
226            1.00
226            1.00
386            1.00
649            1.00
664            2.00
559            1.00
783            1.00
151            0.00
517            1.00
829            1.00
350            1.00
902            1.00
131            1.00
854            2.00
896            2.00
999            2.00
699            1.00
537            1.00
439            1.00
684            1.00
139            0.00
146            0.00
810            2.00
592            1.00
279            1.00
580            2.00
382            1.00
899            2.00
647            2.00
283            0.00
310            0.00
641            1.00
537            1.00
571            1.00
534            1.00
646            1.00
469            1.00
845            1.00
710            1.00
969            2.00
544            2.00
1010            1.00
427            1.00
429            1.00
217            0.00
903            2.00
1016            2.00
244            0.00
162            1.00
447            1.00
962            2.00
606            1.00
741            1.00
200            0.00
568            2.00
607            1.00
275            1.00
340            1.00
131            0.00
935            2.00
308            1.00
207            0.00
901            1.00
909            2.00
722            1.00
237            1.00
643            1.00
236            1.00
293            1.00
468            1.00
566            2.00
860            2.00
272            1.00
309            1.00
973            2.00
160            0.00
864            1.00
377            1.00
417            1.00
547            1.00
340            0.00
883            2.00
755            2.00
502            1.00
605            2.00
968            2.00
507            1.00
339            1.00
328            1.00
740            1.00
708            1.00
529            1.00
671            1.00
1008            2.00
524            2.00
143            0.00
942            2.00
215            0.00
637            2.00
340            1.00
1021            2.00
727            2.00
679            1.00
695            2.00
599            1.00
376            1.00
1004            2.00
516            1.00
604            1.00
368            1.00
807            1.00
784            1.00
1012            2.00
