Comparisons    Time
607            1.00
602            1.00
881            2.00
416            1.00
128            0.00
163            0.00
701            2.00
174            0.00
325            0.00
196            0.00
158            1.00
783            2.00
994            2.00
942            2.00
191            1.00
631            1.00
539            1.00
370            1.00
897            2.00
855            2.00
211            0.00
645            2.00
834            1.00
337            1.00
251            0.00
1058            2.00
916            2.00
370            1.00
908            1.00
438            0.00
965            2.00
960            1.00
360            0.00
389            1.00
342            1.00
361            1.00
272            0.00
1039            2.00
1028            2.00
505            1.00
1028            2.00
637            1.00
606            1.00
216            1.00
203            1.00
538            1.00
849            2.00
596            2.00
169            1.00
510            1.00
989            2.00
917            2.00
995            2.00
224            0.00
401            1.00
814            1.00
655            1.00
900            2.00
1042            2.00
798            2.00
327            1.00
452            1.00
1038            2.00
407            1.00
756            1.00
964            2.00
382            1.00
916            2.00
688            1.00
293            0.00
985            2.00
300            1.00
233            0.00
192            1.00
828            2.00
160            1.00
553            1.00
744            1.00
976            2.00
482            1.00
563            1.00
980            2.00
805            2.00
421            1.00
292            1.00
294            1.00
489            1.00
580            1.00
345            1.00
225            0.00
922            1.00
385            0.00
230            0.00
921            2.00
192            1.00
428            1.00
852            2.00
693            1.00
542            1.00
575            1.00
514            1.00
190            0.00
834            1.00
694            2.00
964            2.00
475            1.00
860            2.00
202            1.00
192            1.00
354            1.00
594            1.00
799            2.00
979            2.00
763            2.00
658            1.00
989            2.00
482            1.00
347            1.00
876            2.00
160            0.00
150            1.00
629            1.00
443            1.00
376            1.00
1036            3.00
183            1.00
525            1.00
377            1.00
132            1.00
554            1.00
733            2.00
198            1.00
431            1.00
391            1.00
745            2.00
391            1.00
565            1.00
605            1.00
352            0.00
308            1.00
846            1.00
1013            2.00
831            2.00
608            2.00
302            1.00
462            1.00
229            0.00
673            1.00
180            1.00
443            1.00
347            1.00
367            1.00
478            2.00
341            1.00
528            1.00
968            1.00
303            1.00
899            2.00
695            2.00
598            1.00
593            1.00
546            1.00
867            2.00
653            2.00
558            1.00
969            2.00
129            1.00
1028            2.00
1004            2.00
849            2.00
177            0.00
655            1.00
449            1.00
872            1.00
1030            2.00
733            1.00
143            0.00
925            2.00
956            2.00
603            1.00
850            1.00
853            2.00
215            1.00
1029            2.00
727            1.00
735            1.00
360            0.00
496            1.00
548            1.00
733            1.00
841            1.00
897            1.00
170            0.00
560            1.00
398            1.00
693            1.00
281            1.00
635            1.00
173            1.00
451            1.00
440            1.00
415            1.00
906            2.00
328            1.00
844            1.00
295            0.00
485            1.00
652            1.00
521            1.00
947            2.00
884            2.00
646            2.00
173            1.00
778            2.00
428            1.00
141            1.00
881            2.00
389            1.00
884            2.00
296            0.00
746            2.00
998            2.00
681            2.00
823            2.00
730            2.00
920            2.00
644            1.00
823            1.00
1018            2.00
912            2.00
894            1.00
506            1.00
872            2.00
437            1.00
1001            2.00
782            2.00
219            1.00
350            0.00
720            2.00
229            1.00
740            2.00
159            0.00
660            1.00
170            0.00
1031            2.00
890            2.00
950            1.00
807            1.00
693            2.00
485            1.00
415            1.00
171            1.00
211            0.00
526            1.00
464            1.00
288            1.00
846            1.00
452            0.00
988            2.00
867            2.00
626            2.00
736            1.00
182            1.00
697            2.00
790            2.00
625            2.00
1009            2.00
1022            2.00
845            1.00
930            2.00
233            1.00
630            1.00
883            2.00
781            1.00
1018            1.00
139            0.00
326            1.00
830            2.00
337            1.00
661            1.00
518            1.00
508            1.00
474            1.00
333            0.00
1032            2.00
159            1.00
259            1.00
606            1.00
555            1.00
754            2.00
477            1.00
854            2.00
421            1.00
686            2.00
952            2.00
1022            2.00
583            1.00
469            1.00
824            2.00
182            0.00
1059            2.00
716            2.00
534            1.00
532            1.00
232            1.00
766            2.00
776            1.00
156            0.00
996            2.00
539            2.00
229            0.00
765            1.00
556            1.00
1009            2.00
477            1.00
490            1.00
918            2.00
261            1.00
271            1.00
355            1.00
408            0.00
526            1.00
882            1.00
378            0.00
310            0.00
567            1.00
458            1.00
525            1.00
469            1.00
740            1.00
977            2.00
750            1.00
475            1.00
446            1.00
214            0.00
256            1.00
927            2.00
133            1.00
401            1.00
654            2.00
916            2.00
505            1.00
525            1.00
356            1.00
384            0.00
793            2.00
512            1.00
193            1.00
735            1.00
194            0.00
1013            2.00
916            2.00
848            2.00
416            1.00
722            1.00
690            2.00
526            1.00
216            0.00
938            2.00
662            1.00
1011            2.00
425            1.00
281            1.00
903            1.00
624            1.00
595            2.00
362            1.00
540            1.00
562            1.00
877            2.00
938            2.00
962            3.00
264            1.00
800            3.00
984            2.00
298            0.00
861            2.00
773            2.00
941            1.00
479            1.00
910            2.00
146            1.00
226            0.00
787            2.00
346            1.00
323            1.00
570            1.00
248            0.00
198            0.00
876            1.00
1032            2.00
922            2.00
849            2.00
482            1.00
633            1.00
465            1.00
872            1.00
1019            2.00
526            1.00
381            1.00
140            0.00
1004            2.00
1017            2.00
785            2.00
286            1.00
438            1.00
491            1.00
744            2.00
917            2.00
893            1.00
606            1.00
522            1.00
935            2.00
232            1.00
314            1.00
514            1.00
592            1.00
429            1.00
330            1.00
740            2.00
758            2.00
657            1.00
770            1.00
395            1.00
681            2.00
159            0.00
573            1.00
1002            2.00
745            1.00
213            1.00
635            1.00
174            1.00
260            1.00
634            2.00
865            1.00
304            1.00
254            1.00
306            1.00
1019            2.00
297            1.00
616            1.00
207            1.00
999            2.00
877            2.00
382            1.00
600            1.00
912            2.00
619            1.00
605            1.00
913            2.00
617            1.00
819            1.00
704            1.00
153            0.00
476            1.00
1008            2.00
155            0.00
433            1.00
492            1.00
744            2.00
400            1.00
428            1.00
557            1.00
627            1.00
701            1.00
338            1.00
554            1.00
713            1.00
304            0.00
227            1.00
267            0.00
266            0.00
352            1.00
1023            2.00
412            1.00
132            1.00
368            1.00
203            1.00
927            2.00
269            1.00
1006            2.00
509            1.00
833            2.00
761            1.00
428            1.00
934            1.00
763            2.00
1002            2.00
913            2.00
607            1.00
565            2.00
621            2.00
471            2.00
199            0.00
895            2.00
379            1.00
584            1.00
1036            2.00
719            1.00
455            1.00
372            1.00
315            1.00
719            1.00
129            0.00
320            1.00
701            2.00
146            0.00
143            1.00
774            2.00
518            1.00
695            1.00
452            1.00
436            1.00
894            2.00
789            1.00
982            2.00
451            1.00
461            1.00
275            1.00
158            1.00
832            1.00
651            2.00
908            1.00
272            0.00
257            1.00
590            1.00
245            1.00
781            1.00
435            1.00
245            1.00
796            1.00
899            2.00
656            1.00
697            1.00
667            1.00
878            2.00
585            1.00
262            1.00
733            1.00
385            1.00
406            1.00
424            1.00
533            1.00
244            0.00
902            2.00
630            1.00
605            1.00
245            1.00
520            1.00
879            2.00
704            2.00
877            2.00
888            2.00
861            2.00
985            2.00
560            1.00
581            2.00
782            1.00
408            1.00
740            2.00
250            1.00
343            1.00
628            1.00
895            2.00
336            1.00
956            2.00
605            2.00
747            1.00
174            1.00
219            1.00
488            2.00
866            2.00
1008            2.00
486            1.00
214            1.00
575            1.00
886            2.00
674            2.00
786            2.00
761            2.00
1018            3.00
874            3.00
656            2.00
764            2.00
1033            2.00
263            1.00
997            3.00
855            3.00
577            2.00
151            1.00
559            2.00
313            1.00
251            1.00
723            3.00
633            2.00
189            1.00
445            2.00
536            2.00
274            1.00
430            1.00
309            1.00
693            3.00
432            2.00
171            1.00
167            1.00
634            2.00
552            2.00
791            3.00
268            1.00
922            2.00
482            1.00
633            2.00
1020            2.00
594            1.00
813            3.00
667            3.00
957            3.00
266            1.00
185            1.00
339            1.00
948            3.00
401            1.00
537            2.00
159            1.00
375            1.00
149            1.00
981            2.00
953            2.00
893            2.00
904            2.00
1023            1.00
1010            2.00
708            1.00
289            1.00
233            1.00
696            2.00
414            1.00
877            1.00
1024            2.00
480            1.00
970            2.00
663            1.00
675            2.00
456            1.00
633            2.00
718            2.00
936            3.00
320            1.00
572            2.00
932            3.00
128            1.00
906            2.00
245            1.00
394            1.00
873            1.00
191            0.00
635            2.00
678            1.00
674            2.00
946            1.00
625            1.00
279            0.00
623            1.00
574            1.00
503            1.00
879            2.00
970            2.00
182            0.00
965            2.00
974            2.00
875            1.00
581            1.00
333            0.00
770            2.00
972            2.00
896            2.00
495            1.00
159            0.00
775            1.00
651            2.00
527            1.00
679            2.00
313            0.00
393            1.00
898            2.00
386            1.00
584            1.00
205            0.00
751            2.00
566            1.00
595            1.00
861            1.00
801            2.00
544            1.00
828            2.00
497            1.00
413            0.00
995            2.00
158            1.00
198            0.00
388            0.00
687            1.00
286            0.00
366            0.00
961            1.00
746            2.00
167            0.00
750            1.00
953            2.00
964            2.00
553            1.00
695            1.00
589            2.00
875            2.00
834            1.00
874            2.00
424            1.00
782            1.00
251            1.00
287            1.00
539            1.00
711            1.00
360            1.00
621            1.00
403            1.00
218            0.00
628            1.00
467            1.00
678            2.00
159            1.00
348            1.00
499            1.00
600            2.00
731            1.00
241            1.00
645            1.00
863            2.00
393            1.00
351            1.00
504            1.00
326            0.00
789            2.00
296            1.00
761            2.00
714            1.00
371            1.00
787            2.00
470            1.00
814            1.00
631            2.00
476            1.00
298            1.00
656            1.00
932            2.00
1053            2.00
136            0.00
985            2.00
278            1.00
597            2.00
882            2.00
573            2.00
346            1.00
181            1.00
531            2.00
476            2.00
363            2.00
128            1.00
604            2.00
360            1.00
460            1.00
1013            3.00
295            1.00
257            1.00
317            1.00
997            2.00
293            1.00
883            2.00
883            1.00
864            2.00
871            2.00
662            1.00
453            1.00
847            1.00
716            2.00
401            1.00
561            1.00
617            2.00
658            2.00
414            1.00
297            1.00
733            2.00
932            1.00
469            1.00
941            2.00
189            1.00
532            1.00
260            1.00
463            1.00
574            1.00
271            1.00
804            1.00
623            1.00
565            1.00
501            1.00
299            1.00
403            1.00
727            1.00
631            2.00
186            0.00
932            2.00
463            1.00
571            1.00
216            0.00
129            0.00
857            2.00
598            1.00
309            1.00
909            3.00
738            1.00
622            2.00
965            3.00
730            1.00
650            2.00
225            1.00
953            2.00
348            1.00
422            2.00
1034            4.00
284            1.00
458            1.00
722            3.00
886            3.00
982            3.00
952            2.00
970            2.00
382            2.00
612            2.00
834            3.00
773            1.00
1049            4.00
987            3.00
1004            3.00
966            2.00
459            2.00
131            1.00
369            2.00
733            1.00
854            3.00
439            1.00
611            2.00
182            1.00
136            1.00
418            2.00
242            1.00
1032            3.00
625            2.00
467            1.00
429            2.00
814            3.00
970            3.00
151            0.00
500            1.00
366            2.00
979            4.00
1022            3.00
780            1.00
450            2.00
371            2.00
485            2.00
305            1.00
638            1.00
561            2.00
535            2.00
524            1.00
247            1.00
665            3.00
873            3.00
771            2.00
1016            3.00
487            1.00
1044            4.00
368            2.00
932            3.00
619            2.00
959            2.00
847            3.00
637            2.00
354            1.00
497            1.00
544            2.00
822            3.00
427            1.00
995            3.00
683            1.00
914            4.00
584            2.00
131            1.00
489            2.00
686            2.00
443            1.00
213            1.00
968            2.00
918            3.00
653            2.00
142            1.00
546            2.00
713            2.00
718            2.00
589            1.00
796            2.00
857            2.00
254            1.00
755            3.00
503            1.00
488            2.00
734            2.00
856            2.00
542            2.00
618            1.00
1034            2.00
820            3.00
388            1.00
685            1.00
463            2.00
653            2.00
717            2.00
296            2.00
279            1.00
537            1.00
278            1.00
883            2.00
568            2.00
447            1.00
276            1.00
699            3.00
522            2.00
187            1.00
244            1.00
535            2.00
970            2.00
421            1.00
521            1.00
879            2.00
830            3.00
750            1.00
578            1.00
659            3.00
480            2.00
726            2.00
252            1.00
390            1.00
449            1.00
537            2.00
226            1.00
930            1.00
331            1.00
464            1.00
347            1.00
634            3.00
839            2.00
344            1.00
462            2.00
683            2.00
790            2.00
758            2.00
395            2.00
816            3.00
284            0.00
1018            3.00
923            3.00
825            2.00
491            1.00
790            3.00
518            1.00
672            1.00
355            1.00
134            1.00
403            1.00
842            3.00
424            2.00
536            1.00
508            2.00
281            1.00
294            1.00
608            2.00
991            3.00
675            1.00
321            0.00
944            3.00
1033            3.00
350            1.00
737            2.00
646            2.00
967            3.00
491            2.00
818            1.00
507            2.00
871            2.00
474            1.00
795            3.00
430            2.00
562            1.00
929            3.00
423            2.00
879            2.00
900            4.00
181            1.00
524            1.00
387            1.00
217            1.00
252            1.00
926            3.00
698            1.00
448            2.00
972            3.00
827            2.00
639            2.00
548            2.00
833            2.00
649            1.00
313            2.00
607            2.00
880            1.00
330            2.00
333            1.00
731            2.00
378            2.00
565            2.00
894            2.00
1010            4.00
521            1.00
264            0.00
952            3.00
919            2.00
1011            2.00
873            2.00
135            1.00
738            3.00
1017            3.00
428            1.00
193            0.00
847            2.00
365            1.00
638            2.00
1032            3.00
536            1.00
857            2.00
665            2.00
173            0.00
169            1.00
398            1.00
341            2.00
405            1.00
873            2.00
308            0.00
811            2.00
474            2.00
475            2.00
334            1.00
1011            2.00
238            1.00
718            3.00
230            1.00
297            0.00
291            1.00
784            3.00
185            1.00
469            1.00
278            1.00
250            1.00
419            2.00
486            1.00
654            1.00
881            1.00
813            2.00
674            1.00
471            1.00
263            1.00
998            2.00
937            2.00
518            1.00
241            1.00
983            2.00
168            0.00
270            0.00
435            1.00
442            1.00
892            2.00
357            1.00
505            1.00
256            1.00
491            1.00
232            0.00
605            2.00
272            1.00
719            1.00
159            1.00
848            2.00
486            1.00
564            1.00
964            2.00
838            1.00
272            1.00
779            2.00
459            1.00
408            1.00
972            2.00
556            1.00
452            1.00
551            1.00
879            2.00
593            2.00
913            2.00
337            1.00
945            2.00
612            1.00
432            1.00
668            1.00
1020            1.00
882            2.00
675            2.00
502            1.00
262            1.00
569            1.00
633            2.00
951            2.00
650            1.00
488            1.00
419            1.00
693            2.00
597            1.00
782            2.00
296            0.00
202            0.00
147            0.00
891            2.00
570            1.00
988            2.00
143            1.00
394            0.00
593            1.00
487            1.00
658            2.00
947            2.00
158            0.00
910            1.00
987            2.00
936            1.00
909            1.00
459            1.00
180            0.00
147            0.00
490            1.00
248            0.00
154            1.00
718            1.00
612            1.00
359            1.00
899            2.00
495            1.00
354            1.00
163            0.00
713            2.00
553            1.00
730            1.00
867            2.00
735            1.00
534            1.00
504            1.00
319            0.00
499            1.00
788            2.00
274            0.00
412            1.00
335            1.00
980            2.00
971            2.00
255            0.00
652            1.00
974            2.00
302            1.00
449            1.00
564            2.00
926            2.00
857            2.00
894            2.00
670            1.00
819            1.00
270            1.00
1027            2.00
788            2.00
512            1.00
403            1.00
133            0.00
989            2.00
465            1.00
714            2.00
484            1.00
886            1.00
205            0.00
238            0.00
250            1.00
301            1.00
1022            2.00
801            1.00
659            1.00
1028            1.00
675            1.00
640            1.00
234            0.00
419            1.00
165            0.00
397            1.00
350            1.00
902            2.00
704            1.00
962            1.00
483            1.00
574            1.00
484            1.00
845            1.00
253            1.00
806            2.00
563            1.00
970            2.00
812            1.00
478            1.00
668            1.00
425            1.00
299            1.00
765            1.00
205            0.00
873            2.00
327            0.00
785            2.00
754            2.00
386            0.00
597            1.00
359            1.00
331            1.00
972            2.00
257            0.00
941            2.00
238            0.00
299            1.00
654            2.00
515            1.00
344            0.00
559            1.00
584            2.00
328            1.00
969            2.00
994            2.00
759            2.00
992            2.00
631            1.00
1009            1.00
494            1.00
257            0.00
868            2.00
175            0.00
492            1.00
884            1.00
600            1.00
230            1.00
920            2.00
453            1.00
918            2.00
220            1.00
484            1.00
843            2.00
1046            2.00
435            1.00
372            1.00
653            1.00
511            1.00
991            2.00
567            1.00
285            1.00
520            1.00
362            1.00
951            2.00
712            1.00
155            1.00
720            1.00
821            2.00
415            1.00
151            1.00
660            1.00
233            0.00
560            1.00
848            1.00
622            1.00
391            1.00
551            1.00
705            2.00
850            2.00
841            2.00
912            2.00
238            0.00
574            1.00
653            1.00
794            2.00
934            2.00
138            1.00
879            1.00
445            1.00
622            1.00
309            0.00
435            0.00
803            2.00
483            1.00
415            1.00
584            1.00
399            0.00
247            1.00
820            1.00
175            0.00
630            1.00
920            1.00
598            1.00
509            1.00
393            1.00
365            1.00
444            1.00
831            1.00
1015            2.00
249            1.00
446            1.00
854            2.00
607            1.00
414            1.00
287            1.00
213            1.00
861            2.00
286            0.00
1019            2.00
575            1.00
682            1.00
1031            2.00
703            1.00
894            2.00
577            1.00
763            2.00
874            1.00
311            1.00
635            1.00
465            1.00
229            1.00
907            2.00
267            1.00
441            1.00
763            1.00
657            1.00
811            1.00
275            1.00
446            1.00
169            1.00
452            1.00
213            1.00
981            1.00
528            1.00
680            1.00
976            1.00
257            1.00
399            1.00
970            2.00
697            1.00
156            1.00
760            2.00
406            1.00
424            1.00
787            2.00
434            1.00
133            0.00
687            1.00
989            2.00
869            1.00
719            1.00
870            1.00
643            1.00
688            1.00
474            1.00
707            2.00
873            2.00
717            2.00
980            2.00
193            1.00
202            1.00
812            1.00
263            0.00
304            0.00
530            1.00
496            1.00
745            1.00
265            0.00
351            1.00
800            2.00
506            1.00
881            2.00
889            2.00
800            1.00
421            1.00
891            1.00
184            1.00
803            1.00
368            1.00
431            1.00
342            1.00
1037            2.00
889            2.00
253            1.00
496            1.00
860            2.00
530            1.00
777            2.00
681            1.00
760            2.00
229            0.00
143            0.00
489            1.00
145            1.00
785            2.00
660            1.00
282            1.00
448            1.00
455            1.00
898            2.00
250            0.00
461            1.00
425            0.00
652            1.00
664            2.00
660            1.00
223            1.00
619            1.00
406            1.00
564            1.00
204            1.00
756            2.00
670            2.00
279            0.00
711            1.00
892            2.00
360            1.00
258            1.00
570            1.00
946            2.00
516            1.00
886            2.00
517            1.00
982            2.00
393            1.00
535            1.00
753            2.00
365            1.00
451            2.00
467            1.00
712            1.00
685            3.00
561            2.00
186            0.00
276            1.00
907            3.00
563            1.00
782            3.00
300            1.00
396            2.00
843            2.00
401            1.00
624            2.00
299            1.00
284            1.00
1012            2.00
200            1.00
872            2.00
479            1.00
610            2.00
959            2.00
300            1.00
330            1.00
996            2.00
456            1.00
801            1.00
751            2.00
748            2.00
1014            2.00
557            1.00
686            2.00
658            1.00
781            1.00
181            0.00
540            1.00
393            1.00
938            2.00
180            0.00
1006            2.00
257            0.00
799            2.00
484            1.00
1000            2.00
776            1.00
898            2.00
1039            2.00
662            1.00
968            2.00
868            1.00
970            2.00
839            1.00
308            1.00
331            1.00
952            2.00
578            1.00
697            1.00
356            1.00
611            1.00
293            1.00
783            1.00
1046            2.00
411            1.00
865            1.00
967            2.00
819            2.00
963            2.00
589            1.00
603            1.00
760            1.00
188            1.00
469            0.00
872            1.00
196            1.00
201            1.00
730            1.00
792            1.00
299            0.00
594            1.00
1014            2.00
619            2.00
628            1.00
158            0.00
1008            1.00
376            1.00
222            0.00
1051            2.00
186            0.00
905            2.00
247            1.00
305            1.00
733            2.00
378            1.00
698            2.00
428            1.00
202            1.00
958            2.00
442            1.00
136            1.00
221            0.00
840            2.00
478            1.00
379            1.00
963            2.00
172            0.00
798            1.00
532            1.00
526            1.00
849            2.00
386            1.00
412            1.00
738            1.00
674            1.00
1029            2.00
697            2.00
1024            2.00
222            1.00
411            1.00
978            2.00
1033            2.00
442            0.00
132            0.00
340            0.00
324            0.00
299            1.00
445            1.00
771            1.00
834            2.00
314            0.00
411            0.00
270            0.00
253            1.00
1042            2.00
339            0.00
539            1.00
939            2.00
591            2.00
940            1.00
487            1.00
912            2.00
515            1.00
571            1.00
198            1.00
308            1.00
918            2.00
482            1.00
620            1.00
332            0.00
268            1.00
351            1.00
731            2.00
805            2.00
846            1.00
777            2.00
975            2.00
150            0.00
419            1.00
363            1.00
974            1.00
223            1.00
592            1.00
446            1.00
515            1.00
928            2.00
914            2.00
1018            2.00
204            0.00
836            1.00
656            1.00
802            1.00
990            2.00
552            1.00
734            1.00
664            1.00
597            1.00
135            1.00
774            2.00
931            1.00
1019            2.00
678            1.00
661            2.00
303            1.00
169            1.00
590            1.00
346            0.00
589            1.00
321            1.00
502            1.00
858            2.00
871            2.00
867            2.00
130            0.00
980            2.00
314            1.00
955            1.00
288            1.00
425            0.00
686            2.00
398            1.00
466            1.00
644            2.00
915            1.00
232            1.00
659            2.00
745            2.00
701            1.00
418            1.00
357            1.00
553            1.00
414            1.00
508            1.00
883            1.00
767            1.00
840            2.00
936            2.00
615            1.00
916            1.00
230            1.00
135            0.00
520            1.00
511            1.00
591            1.00
638            2.00
411            1.00
355            1.00
340            1.00
831            2.00
961            3.00
287            1.00
778            3.00
599            1.00
904            2.00
882            2.00
136            1.00
766            1.00
683            1.00
475            1.00
841            1.00
842            2.00
768            1.00
387            1.00
307            1.00
892            2.00
608            1.00
744            1.00
378            0.00
968            2.00
534            1.00
168            0.00
244            1.00
721            2.00
931            1.00
1009            2.00
758            2.00
237            1.00
357            1.00
657            2.00
904            2.00
882            2.00
914            2.00
537            1.00
754            2.00
594            1.00
944            2.00
402            1.00
200            0.00
550            1.00
494            1.00
432            1.00
643            2.00
788            1.00
839            1.00
575            1.00
898            2.00
283            0.00
164            1.00
757            1.00
563            1.00
714            2.00
969            2.00
324            0.00
907            2.00
500            1.00
833            1.00
416            1.00
602            2.00
606            1.00
860            2.00
904            2.00
1036            2.00
295            0.00
609            1.00
475            1.00
377            0.00
764            2.00
775            1.00
888            1.00
715            2.00
201            1.00
416            1.00
1020            2.00
576            1.00
987            2.00
886            2.00
346            1.00
403            1.00
315            1.00
981            2.00
820            2.00
813            1.00
170            0.00
838            1.00
621            1.00
282            0.00
790            1.00
330            1.00
750            1.00
956            2.00
833            1.00
302            1.00
725            2.00
1033            2.00
287            1.00
679            1.00
219            1.00
439            1.00
524            1.00
834            1.00
222            0.00
1006            2.00
581            1.00
366            0.00
954            1.00
605            1.00
713            1.00
527            1.00
450            1.00
759            2.00
560            1.00
465            1.00
240            1.00
404            1.00
473            1.00
236            1.00
892            2.00
582            1.00
202            0.00
579            1.00
776            2.00
584            1.00
635            1.00
731            2.00
191            0.00
513            1.00
219            0.00
840            2.00
215            1.00
778            1.00
1053            3.00
623            2.00
336            1.00
232            1.00
341            1.00
801            2.00
366            0.00
1011            2.00
220            1.00
900            2.00
422            1.00
991            2.00
724            1.00
205            0.00
963            2.00
1047            3.00
784            2.00
943            2.00
593            1.00
633            1.00
1005            2.00
709            1.00
656            1.00
1009            2.00
834            1.00
589            1.00
308            1.00
314            1.00
720            2.00
769            2.00
894            2.00
556            1.00
737            1.00
1016            2.00
846            2.00
819            1.00
655            1.00
154            0.00
638            2.00
202            0.00
792            2.00
742            1.00
739            1.00
512            1.00
893            1.00
846            1.00
569            1.00
753            2.00
351            1.00
675            1.00
632            1.00
132            1.00
387            0.00
575            2.00
821            2.00
853            2.00
788            1.00
141            0.00
537            1.00
791            1.00
943            1.00
209            1.00
697            1.00
534            1.00
999            2.00
266            1.00
711            1.00
400            1.00
375            1.00
930            2.00
524            1.00
921            1.00
940            2.00
453            1.00
797            1.00
837            1.00
965            2.00
739            2.00
388            1.00
279            1.00
369            1.00
581            2.00
362            1.00
386            1.00
555            1.00
946            3.00
224            0.00
409            1.00
534            1.00
403            1.00
555            1.00
967            2.00
290            1.00
696            1.00
150            0.00
155            1.00
444            1.00
659            1.00
243            1.00
830            1.00
379            1.00
725            2.00
560            1.00
293            1.00
1001            2.00
884            1.00
796            2.00
1021            2.00
626            1.00
271            1.00
884            1.00
1002            2.00
237            1.00
732            1.00
287            0.00
868            1.00
704            2.00
536            1.00
437            1.00
189            0.00
955            2.00
469            1.00
566            1.00
275            1.00
562            1.00
304            1.00
524            1.00
889            2.00
1048            2.00
140            1.00
407            1.00
667            2.00
478            1.00
989            2.00
791            2.00
164            1.00
231            0.00
552            1.00
806            2.00
560            1.00
965            2.00
773            2.00
206            1.00
904            2.00
296            0.00
1008            2.00
681            2.00
1010            1.00
675            1.00
799            2.00
634            2.00
536            1.00
1034            2.00
549            1.00
281            1.00
807            1.00
320            1.00
847            1.00
872            2.00
889            2.00
939            2.00
196            1.00
631            1.00
578            1.00
686            1.00
507            1.00
805            1.00
285            0.00
778            2.00
342            1.00
747            2.00
207            0.00
661            2.00
290            1.00
572            1.00
834            2.00
926            2.00
579            1.00
454            1.00
1017            2.00
233            0.00
415            1.00
463            1.00
291            1.00
542            1.00
655            1.00
695            1.00
133            1.00
408            1.00
791            1.00
1038            2.00
496            1.00
357            1.00
678            1.00
342            1.00
724            1.00
322            0.00
578            1.00
246            1.00
223            0.00
237            1.00
679            1.00
247            1.00
639            1.00
939            2.00
365            1.00
707            1.00
363            0.00
270            0.00
954            2.00
1032            2.00
890            2.00
293            1.00
167            1.00
406            1.00
510            2.00
165            0.00
579            2.00
269            1.00
239            1.00
197            0.00
887            2.00
928            1.00
825            2.00
745            2.00
499            1.00
813            2.00
524            2.00
458            1.00
657            2.00
346            1.00
614            2.00
248            0.00
891            2.00
716            1.00
842            1.00
639            2.00
470            1.00
180            0.00
579            1.00
388            1.00
809            1.00
314            1.00
556            1.00
593            1.00
500            2.00
332            1.00
939            2.00
401            0.00
1034            2.00
687            1.00
634            1.00
888            1.00
798            2.00
547            1.00
521            1.00
292            1.00
773            1.00
800            2.00
1008            2.00
702            1.00
530            1.00
722            1.00
919            1.00
222            1.00
273            1.00
734            2.00
828            2.00
906            2.00
510            1.00
192            1.00
283            1.00
817            3.00
586            1.00
762            2.00
564            1.00
166            0.00
828            2.00
599            2.00
945            2.00
198            1.00
441            1.00
748            2.00
890            2.00
395            0.00
881            1.00
867            1.00
585            1.00
770            2.00
769            2.00
891            2.00
335            1.00
1040            2.00
325            1.00
913            2.00
996            2.00
557            1.00
346            1.00
266            1.00
356            1.00
254            1.00
795            1.00
581            1.00
875            2.00
261            0.00
842            1.00
475            1.00
215            0.00
478            1.00
793            1.00
905            1.00
167            0.00
454            1.00
716            1.00
557            1.00
365            1.00
711            2.00
970            2.00
1051            2.00
640            2.00
143            0.00
892            1.00
249            0.00
205            0.00
833            2.00
427            1.00
971            2.00
967            2.00
324            1.00
1026            2.00
318            1.00
360            1.00
447            0.00
578            1.00
131            0.00
322            1.00
477            1.00
682            1.00
608            1.00
654            1.00
956            2.00
794            2.00
659            2.00
725            2.00
165            0.00
711            1.00
757            2.00
344            1.00
299            1.00
204            0.00
756            2.00
824            2.00
312            0.00
833            2.00
465            1.00
673            1.00
964            1.00
692            1.00
743            1.00
684            1.00
440            1.00
572            1.00
1030            2.00
670            2.00
511            1.00
664            1.00
281            0.00
853            1.00
698            1.00
606            2.00
238            1.00
525            1.00
201            1.00
605            1.00
402            1.00
168            0.00
200            0.00
175            1.00
1008            2.00
616            2.00
327            1.00
909            2.00
330            1.00
448            1.00
955            2.00
317            1.00
740            2.00
195            0.00
446            1.00
454            1.00
625            1.00
679            2.00
713            2.00
711            1.00
799            2.00
682            1.00
623            2.00
388            1.00
136            1.00
598            1.00
805            2.00
135            0.00
593            2.00
792            1.00
765            1.00
164            1.00
547            1.00
368            1.00
870            2.00
866            1.00
639            1.00
366            1.00
869            2.00
366            1.00
549            1.00
725            2.00
688            1.00
848            1.00
508            1.00
581            1.00
546            1.00
633            2.00
912            1.00
1004            2.00
361            0.00
780            2.00
959            2.00
684            2.00
908            1.00
679            1.00
